word,word_meaning,cefr_rating
flatware,"They are: the cutlery and stainless steel flatware industry; the iron casting industry; and the wool textile industry.

From the Hansard archive",-1
maximal,40 degrees centigrade is the maximal temperature at which this chemical reaction will occur.,-1
ticklish,This leaves me with the ticklish job of explaining to Debbie that she is not invited.,-1
choreography,a flamboyant style of choreography,-1
childbirth,A great number of women used to die in childbirth.,-1
tundra,Reindeer roam the tundra in large herds.,-1
chirpy,She seemed quite chirpy this morning.,-1
abjure,He abjured his religion/his life of dissipation.,-1
ravine,Then one of his men brought news that the new car had gone off the road into a ravine and was a write-off.,-1
serpentine,We followed the serpentine course of the river.,-1
miasma,A miasma of pollution hung in the air above Mexico City.,-1
cordiality,Grace stopped and held out her hand with the frank cordiality which characterized her.,-1
precedence,Precedence must be given to the injured in the evacuation plans.,-1
archway,"The fourth painting was of a girl with golden hair and a sky-blue dress, sitting on the steps of an old archway.",-1
champagne,We always celebrate our wedding anniversary with a bottle of champagne.,-1
gif,"A GIF may contain more than one frame, so it can be animated.",-1
twirler,"She took dance lessons and became a twirler, but she said she wasn’t active enough and didn’t have proper eating habits.

From Wikipedia",-1
chlorophyll,Chlorophyll gives the leaves their green color.,-1
protrusion,It has a series of protrusions along its back.,-1
pre-emption rights,The broadcaster is keen to exercise its pre-emption rights to shares being sold in the TV station.,-1
dowager,a dowager queen,-1
overheating,The central bank has raised interest rates in an attempt to prevent overheating and recession.,-1
plaster,The plaster on the walls was cracked and flaking.,-1
depute,I’ve deputed Lara Brown to speak for me at the conference.,-1
vanishing,They expressed concern about the city’s current budget crisis and its vanishing work force.,-1
fretboard,"Hand position on the neck is conditioned not only by the demands of the fretboard for particular pitches, but also by the need to generate useful sensor data.",-1
wielding,She was confronted by a man wielding a knife.,-1
corporatize,Postal and telecommunication services were corporatized with the establishment of two separate companies.,-1
stoop,The doorway was so low that we had to stoop to go through it.,-1
glamorously,She was smart and beautiful and so glamorously dressed.,-1
damning,He made some fairly damning remarks about the government’s refusal to deal with the problem.,-1
treasure trove,a treasure trove of information,-1
predominance,There is a predominance of people with an arts degree on the board of governors.,-1
birdie,He birdied the fifth and the 18th and finished two strokes under par.,-1
whore,The film begins with a young couple who’re just about to get married.,-1
uprooting,Hundreds of mature trees were uprooted in the storm.,-1
stridency,The stridency of his remarks show how rattled he is.,-1
cupful,Add two cupfuls of milk to the mixture.,-1
mantle,She unsuccessfully attempted to assume the mantle of the presidency.,-1
minutely,to examine something minutely,-1
gesturing,"When he asked where the children were, she gestured vaguely in the direction of the beach.",-1
puffery,It’s usually easy to tell the difference between sales puffery and fact.,-1
playtime,"You’ll have to stay in at playtime today, because it’s raining.",-1
kitsch,His home’s full of 1950s kitsch.,-1
golly,"Grandad might be 70 but he said he’d finish the marathon and, by golly, he did.",-1
loveless,She was trapped in a loveless marriage.,-1
tedium,"Soldiers often say that the worst thing about fighting is not the moments of terror, but all the hours of tedium in between.",-1
prom,Who are you taking to the Senior Prom?,-1
constitutionally,There was some doubt as to whether the government were behaving constitutionally.,-1
siphon,Somebody siphoned the gas out of our car last night.,-1
palliative,"We want long-term solutions, not short-term palliatives.",-1
gutted,He was gutted when she finished the relationship.,-1
hawkish,The president is hawkish on foreign policy.,-1
enviable,She’s in the enviable position of being able to choose who she works for.,-1
troublemaker,I was worried that I would be regarded as a troublemaker if I complained about the safety standards.,-1
expediency,It might be expedient not to pay him until the work is finished.,-1
indignation,"Merchants pragmatically expressed their indignation at usurers and bankrupts as violators of the charity, moderation, and prudence they themselves claimed to display.",-1
dragoon,"In front of the dragoons were two loaded cannon, and by them grimly stood soldiers with burning fuse.",-1
destroyer,"Mates and officers promoted from that rank are eligible for appointment to fully commissioned fleet destroyers.

From the Hansard archive",-1
feelingly,"""I’ve just had enough!"" she said feelingly.",-1
blare,The loudspeakers blared across the square.,-1
rewarding,Is it a rewarding job?,-1
shortsighted,It’s shortsighted to spend all your money on having a good time.,-1
neutron bomb,Neutron bombs release lethal radiation instead of exploding with a lot of heat and wind.,-1
dresser,a kitchen dresser,-1
respectably,The two men were middle-aged and respectably dressed.,-1
receptiveness,the government’s receptiveness to reform,-1
parley,"After some serious parleying, both sides agreed to settle their differences.",-1
hulking,We were stopped by two hulking security guards.,-1
captivate,"With her beauty and charm, she captivated film audiences everywhere.",-1
recliner,"Subjects were seated on a recliner in a well lit, sound attenuating, shielded room with an observation window.",-1
firewater,"All seemed happy, and they were happy that day, for they had no firewater to madden them, as it was Sunday, and the shops were shut.",-1
concocted,He concocted the most amazing dish from all sorts of leftover food.,-1
goldsmith,"In addition, it was necessary to recover the precious metals from the waste produced by goldsmiths or in the minting of coins.",-1
repulse,The enemy attack was quickly repulsed.,-1
feeder,a feeder road,-1
cadaver,But lately a former millionaire died in a poorhouse and left his body as a cadaver for medical students.,-1
aisle,Would you like an aisle seat or would you prefer to be by the window?,-1
abolitionist,"Can an abolitionist consistently take office, or vote, under the Constitution of the United States?",-1
au fait,Are you au fait with the rules of the game?,-1
restored,The badly neglected paintings have all been carefully restored.,-1
trumpet,We could hear the elephants trumpeting in the distance.,-1
pantomime,"It’s an evening of music, drama and pantomime.",-1
nick,"Apart from a few nicks in the varnish, the guitar is in very good condition.",-1
middle-class,"The upper middle class tend to go into business or the professions, becoming, for example, lawyers, doctors, or accountants.",-1
quizzical,She gave me a quizzical look/glance/smile.,-1
